RunID,Iteration,Integrator,Interaction,NumSystems,ParticlesPerSystem,StepsPerRecording,KernelTime_ms,GIPS,MUPS
1762970135237190929,0,Leapfrog,RepulsiveForce,24,2048,10,0.064752,15538.4,7590.81
1762970135237190929,1,Leapfrog,RepulsiveForce,24,2048,10,0.065694,15315.6,7481.96
1762970135237190929,2,Leapfrog,RepulsiveForce,24,2048,10,0.051066,19702.8,9625.19
1762970135237190929,3,Leapfrog,RepulsiveForce,24,2048,10,0.059602,16881,8246.7
1762970135237190929,4,Leapfrog,RepulsiveForce,24,2048,10,0.041688,24135,11790.4
1762970135237190929,5,Leapfrog,RepulsiveForce,24,2048,10,0.05312,18940.9,9253.01
1762970135237190929,6,Leapfrog,RepulsiveForce,24,2048,10,0.045064,22326.9,10907.2
1762970135237190929,7,Leapfrog,RepulsiveForce,24,2048,10,0.067116,14991.1,7323.44
1762970135237190929,8,Leapfrog,RepulsiveForce,24,2048,10,0.046106,21822.4,10660.7
1762970135237190929,9,Leapfrog,RepulsiveForce,24,2048,10,0.050034,20109.2,9823.72
1762970135237190929,10,Leapfrog,RepulsiveForce,24,2048,10,0.037099,27120.4,13248.9
1762970135237190929,11,Leapfrog,RepulsiveForce,24,2048,10,0.077636,12959.7,6331.08
1762970135237190929,12,Leapfrog,RepulsiveForce,24,2048,10,0.043111,23338.4,11401.3
1762970135237190929,13,Leapfrog,RepulsiveForce,24,2048,10,0.044403,22659.3,11069.5
1762970135237190929,14,Leapfrog,RepulsiveForce,24,2048,10,0.038923,25849.5,12628
1762970135237190929,15,Leapfrog,RepulsiveForce,24,2048,10,0.041297,24363.5,11902.1
1762970135237190929,16,Leapfrog,RepulsiveForce,24,2048,10,0.037189,27054.8,13216.8
1762970135237190929,17,Leapfrog,RepulsiveForce,24,2048,10,0.040226,25012.2,12219
1762970135237190929,18,Leapfrog,RepulsiveForce,24,2048,10,0.05327,18887.6,9226.96
1762970135237190929,19,Leapfrog,RepulsiveForce,24,2048,10,0.043762,22991.2,11231.7
1762970135237190929,20,Leapfrog,RepulsiveForce,24,2048,10,0.043251,23262.8,11364.4
1762970135237190929,21,Leapfrog,RepulsiveForce,24,2048,10,0.068799,14624.4,7144.29
